,APPLICATION_STATUS,QUEUE_ID,CURRENT_STAGE,MARITAL_STATUS,GENDER,AGE,EDUCATION,RESIDENCE_TYPE,EMPLOY_CONSTITUTION,PAN_STATUS,CIBIL_SCORE,APPLICATION_SCORE,RESIDENTIAL_ADDRESS_SCORE,OFFICE_ADDRESS_SCORE,APPLIED_AMOUNT,LOAN_TENOR,PRIMARY_ASSET_CTG,PRIMARY_ASSET_MAKE,PRIMARY_ASSET_MODELNO,VOTER_ID,DRIVING_LICENSE,AADHAAR,PAN,BANK_PASSBOOK,APPLIED_AMOUNT_TRANS
5304,Declined,Straight  Through Process,DCLN,Married,Male,36,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,666,74,77.19,72.82,50000,18,AC,VOLTAS,123 CYe,F,F,T,T,F,224
5305,Approved,Under.Writer,SRNV,Married,Female,54,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,99.36,95.56,33800,10,Washing_machine,SAMSUNG,WF652B0BHSD/TL,F,F,T,F,F,184
5306,Approved,Straight  Through Process,INV_GNR,Single,Male,24,OTHERS,OWNED,SALARIED,Pan Not Submitted,766,99,83.19,48.94,25000,10,REF,WHIRLPOOL,NEO DF258 ROY NOVA STEEL 3S,F,F,T,F,F,158
5307,Declined,Straight  Through Process,DCLN,Married,Male,35,GRADUATE,RENTED,SALARIED,Pan Not Submitted,0,62,78.32,0.0,15000,12,WATER PURIFIER,EUREKA FORBES,SUPERB RO+UV+UF+TDS,F,F,T,F,F,122
5308,Declined,Under.Writer,DCLN,Single,Male,25,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,-10,13,71.74,47.3,50000,12,LED_TV,SONY,KLV-40W562D,F,F,T,T,F,224
5309,Declined,Straight  Through Process,DCLN,Married,Male,30,UNDER GRADUATE,RENTED,SELF-EMPLOYED,ERROR,0,12,84.25,0.0,22000,12,HOME THEATRE,TARGET,K1110 FM,F,T,T,T,F,148
5310,Declined,Straight  Through Process,PD_DE,Single,Male,24,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,0,3,75.81,58.18,25000,12,LED_TV,INTEX,LED-3222,F,F,T,F,F,158
5311,Declined,Straight  Through Process,PD_DE,Single,Male,34,UNDER GRADUATE,RENTED,SELF-EMPLOYED,ERROR,632,72,84.21,81.16,15000,10,REF,SAMSUNG,RR20M182ZR2/HL,T,F,T,T,F,122
5312,Declined,Straight  Through Process,PD_DE,Married,Male,27,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,730,0,71.9,57.14,14200,10,LED_TV,HYUNDAI,HY3285HHZ-C-ASA-HDR USBHDMI,F,F,T,F,F,119
5313,Declined,Straight  Through Process,PD_DE,Married,Male,40,GRADUATE,OWNED,SALARIED,Pan Not Submitted,0,38,78.57,45.38,36000,10,REF,SAMSUNG,RT37M5538S8/TL,F,F,T,F,F,190
5314,Approved,Straight  Through Process,INV_GNR,Married,Male,35,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,750,49,87.96,67.96,38000,18,LED_TV,SAMSUNG,UA32FH4003RMXL,F,F,T,F,F,195
5315,Approved,Under.Writer,APRV,Single,Male,25,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,779,94,61.47,98.99,50000,10,AC,VOLTAS,123 CYe,F,T,F,T,F,224
5316,Declined,Straight  Through Process,PD_DE,Married,Male,30,UNDER GRADUATE,OWNED,SALARIED,ERROR,617,60,0.0,0.0,40500,10,AIR CONDITIONER,LG,JS-Q18NRXA,F,F,T,T,F,201
5317,Declined,Under.Writer,PD_DE,Married,Male,35,UNDER GRADUATE,OWNED,SALARIED,ERROR,-10,13,98.0,92.52,15000,12,REF,SAMSUNG,RR2115CCASA/TL,F,F,T,T,F,122
5318,Declined,Under.Writer,DCLN,Married,Male,41,OTHERS,RENTED,SALARIED,ERROR,774,35,74.83,71.76,58000,10,LED_TV,SONY,KLV-40W562D,F,F,T,T,F,241
5319,Declined,Under.Writer,DCLN,Married,Male,36,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,-10,13,94.02,94.02,20000,10,REF,SAMSUNG,RT34K3923BS/HL,F,F,F,T,F,141
5320,Approved,Under.Writer,LOS_DISB,Married,Male,22,GRADUATE,OWNED,SALARIED,Pan Not Submitted,763,35,62.24,46.43,40000,10,LED_TV,LG,32LN4900,F,F,T,F,F,200
5321,Declined,Straight  Through Process,PD_DE,Married,Male,39,GRADUATE,RENTED,SALARIED,Pan Not Submitted,461,32,48.18,65.15,55000,18,TELEVISION,ABAJ,LN-H8501 55,F,F,T,F,F,235
5322,Approved,Under.Writer,SRNV,Single,Male,29,UNDER GRADUATE,OWNED,SALARIED,ERROR,-10,13,91.84,0.0,27500,60,LED_TV,SAMSUNG,UA32K4300ARMXL,F,F,T,T,F,166
5323,Declined,Under.Writer,DCLN,Married,Male,33,GRADUATE,RENTED,SALARIED,ERROR,0,3,93.59,0.0,23000,10,LED_TV,LG,32LH517A,F,F,T,T,F,152
5324,Declined,Straight  Through Process,PD_DE,Married,Male,37,UNDER GRADUATE,OWNED,SALARIED,ERROR,615,38,0.0,0.0,14600,12,REF,LG,GL-D201ASAW,F,T,F,T,F,121
5325,Approved,Straight  Through Process,APRV,Married,Male,50,OTHERS,RENTED,SELF-EMPLOYED,Pan Not Submitted,787,52,78.12,68.87,40000,10,AC,SAMSUNG,WW90K6410QX/TL,F,F,T,F,F,200
5326,Approved,Straight  Through Process,SRNV,Single,Male,26,GRADUATE,OWNED,SALARIED,ERROR,-10,13,86.52,55.66,16000,12,REF,SAMSUNG,RR20M272ZD2/NL,T,F,T,T,F,126
5327,Declined,Straight  Through Process,DCLN,Single,Male,23,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,609,65,76.85,60.23,11900,10,WATER PURIFIER,BAJAJ,BAJAJCLENTA,F,F,T,F,F,109
5328,Approved,Straight  Through Process,LOS_DISB,Married,Male,32,GRADUATE,OWNED,SALARIED,Pan Not Submitted,782,60,89.92,70.23,30500,12,LED_TV,VU,40K311,F,F,T,F,F,175
5329,Declined,Straight  Through Process,PD_DE,Single,Male,64,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,799,94,85.71,85.71,40000,12,Washing_machine,SAMSUNG,WF652U2SHSD/TL,F,T,T,F,F,200
5330,Declined,Under.Writer,PD_DE,Married,Male,40,GRADUATE,OWNED,SALARIED,ERROR,-10,35,50.91,0.0,35000,10,AIR CONDITIONER,PANASONIC,CW-YC1816YA,F,F,T,T,F,187
5331,Approved,Straight  Through Process,LOS_DISB,Married,Male,30,GRADUATE,OWNED,SALARIED,ERROR,805,127,71.9,0.0,43750,10,AIR CONDITIONER,CARRIER,18K SUPERIA INVRT SPLIT AC 5I-CO,F,F,F,T,F,209
5332,Declined,Straight  Through Process,PD_DE,Married,Male,36,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,582,44,82.81,82.81,50000,12,AIR CONDITIONER,CARRIER,SUPERIA 24K,F,F,T,F,F,224
5333,Approved,Straight  Through Process,PD_DE,Married,Female,38,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,0.0,0.0,15590,10,Washing_machine,SAMSUNG,WA75H4010HP/TL,F,F,T,F,F,125
5334,Declined,Straight  Through Process,DCLN,Single,Male,48,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,588,26,0.0,0.0,30000,12,TELEVISION,SONY,KDL-32R412D,F,T,F,F,F,173
5335,Declined,Straight  Through Process,DCLN,Married,Male,57,OTHERS,RENTED,SALARIED,ERROR,524,35,85.64,0.0,100000,18,REF,SAMSUNG,RT34K3923BS/HL,F,F,T,T,F,316
5336,Approved,Straight  Through Process,APRV,Married,Male,35,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,783,70,66.19,73.72,25000,12,LED_TV,LG,22LN4105,F,F,T,T,F,158
5337,Declined,Under.Writer,DCLN,Single,Male,25,GRADUATE,RENTED,SALARIED,ERROR,-10,28,84.54,0.0,35000,12,LED_TV,SONYNEW,KLV-32R302D IN5,F,T,F,T,F,187
5338,Declined,Straight  Through Process,DCLN,Married,Male,34,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,746,30,82.17,72.31,25000,12,REF,SAMSUNG,RT34K3923BS/HL,F,F,T,F,F,158
5339,Declined,Straight  Through Process,DCLN,Married,Male,41,OTHERS,RENTED,SELF-EMPLOYED,ERROR,735,61,86.93,0.0,75000,12,TELEVISION,SONY,KDL-43W950D IN5,F,F,T,T,F,274
5340,Approved,Straight  Through Process,APRV,Married,Male,42,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,789,69,66.46,76.47,50000,18,LED_TV,SAMSUNG,UA32K5300ARLXL,F,T,F,F,F,224
5341,Approved,Straight  Through Process,LOS_DISB,Married,Male,46,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,816,68,0.0,0.0,15000,12,REF,GODREJ,RD EdgePro 190CT 5.2 LUSH Win,F,F,F,T,F,122
5342,Declined,Under.Writer,DCLN,Married,Male,25,GRADUATE,OWNED,SALARIED,ERROR,-10,13,0.0,0.0,15000,18,REF,HAIER,HRD-2157CGD-R,F,F,T,T,F,122
5343,Declined,Straight  Through Process,DCLN,Single,Male,31,PROFESSIONAL,OWNED,SALARIED,Pan Not Submitted,720,67,89.7,55.3,40000,12,AIR CONDITIONER,LG,JS-Q18AUXA,F,F,T,F,F,200
5344,Declined,Straight  Through Process,PD_DE,Married,Male,44,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,689,44,84.56,90.21,18000,10,AC,WHIRLPOOL,SW ULTRA PEARL WINE 6.2KG,F,F,F,T,F,134
5345,Approved,Straight  Through Process,APRV,Single,Male,26,GRADUATE,OWNED,SALARIED,Pan Not Submitted,-10,13,89.66,0.0,50000,10,REF,WHIRLPOOL,260 IMFRESH PRM 5S TWILIGHT REGALIA,F,F,T,F,F,224
5346,Declined,Straight  Through Process,PD_DE,Married,Male,30,UNDER GRADUATE,RENTED,SELF-EMPLOYED,ERROR,0,37,85.04,0.0,22000,12,HOME THEATRE,TARGET,K1110 FM,F,T,T,T,F,148
5347,Approved,Under.Writer,LOS_DISB,Married,Male,33,GRADUATE,OWNED,SALARIED,Pan Not Submitted,798,79,89.82,92.98,50000,10,LED_TV,LG,43LH520T,F,T,F,F,F,224
5348,Declined,Straight  Through Process,DCLN,Married,Male,43,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,717,52,78.99,0.0,35000,12,LED_TV,SAMSUNG,UA32FH4003RLXL,F,T,F,F,F,187
5349,Declined,Under.Writer,PD_DE,Single,Male,24,UNDER GRADUATE,RENTED,SELF-EMPLOYED,ERROR,-10,13,82.61,72.82,68500,18,LED_TV,SAMSUNG,UA49K5300ARLXL,F,F,T,T,F,262
5350,Declined,Straight  Through Process,PD_DE,Married,Female,59,GRADUATE,OWNED,SALARIED,ERROR,-10,13,78.38,81.69,30000,12,REF,SAMSUNG,RT34M3743BS/HL,T,F,F,T,F,173
5351,Approved,Straight  Through Process,APRV,Married,Male,33,GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,781,104,85.71,91.92,45000,10,TELEVISION,SAMSUNG,UA55K6300AKMXL,F,F,T,F,F,212
5352,Declined,Straight  Through Process,DCLN,Married,Male,28,GRADUATE,RENTED,SALARIED,ERROR,615,14,0.0,0.0,18000,12,Washing_machine,SAMSUNG,WA62K4200HY/TL,F,F,T,T,F,134
5353,Approved,Under.Writer,SRNV,Married,Male,37,POST-GRADUATE,RENTED,SALARIED,ERROR,-10,13,88.8,0.0,32000,12,REF,LG,GL-D322JSFL,F,F,T,T,F,179
5354,Declined,Under.Writer,PD_DE,Single,Female,24,OTHERS,RENTED,PARTNERSHIP,ERROR,-10,13,68.1,0.0,25000,12,REF,SAMSUNG,RT28K3723UT/NL,F,F,T,T,F,158
5355,Declined,Straight  Through Process,DCLN,Married,Female,55,UNDER GRADUATE,OWNED,SALARIED,ERROR,743,23,82.71,67.72,30000,10,REF,LG,GL-Q282SHAM,F,F,T,T,F,173
5356,Approved,Straight  Through Process,SRNV,Single,Male,25,GRADUATE,OWNED,SALARIED,Pan Not Submitted,-10,13,82.21,0.0,17000,10,Washing_machine,LG,P8072R3F,F,F,T,F,F,130
5357,Approved,Straight  Through Process,SRNV,Married,Male,53,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,822,122,52.08,0.0,36000,12,AIR CONDITIONER,LG,JS-Q18BPXA,F,F,F,T,F,190
5358,Approved,Under.Writer,APRV,Married,Male,32,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,-10,13,80.77,60.53,15000,12,REF,WHIRLPOOL,215 IMFRESH PRM 5S WINE REGALIA,F,F,T,T,F,122
5359,Approved,Straight  Through Process,LOS_DISB,Married,Male,33,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,804,128,0.0,0.0,25000,10,LED_TV,ONIDA,PANEL - LED VANILLA,F,T,T,F,F,158
5360,Declined,Straight  Through Process,PD_DE,Married,Male,39,OTHERS,RENTED,SELF-EMPLOYED,ERROR,669,70,0.0,0.0,30000,12,TELEVISION,SONY,KLV-29P423D,F,F,F,T,F,173
5361,Declined,Under.Writer,DCLN,Married,Male,50,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,92.08,68.93,25990,10,LED_TV,VU,32D6545,F,F,T,F,F,161
5362,Approved,Under.Writer,PD_DE,Married,Male,28,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,781,61,100.0,96.03,28000,10,AC,ELECTROLUX,ES18T5C,F,F,T,F,F,167
5363,Approved,Straight  Through Process,LOS_DISB,Married,Male,38,OTHERS,OWNED,SELF-EMPLOYED,ERROR,-10,13,87.23,0.0,65000,12,LED_TV,LG,49LH516A,F,F,T,T,F,255
5364,Declined,Under.Writer,DCLN,Married,Male,27,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,0,3,75.42,47.32,40000,10,AC,LG,JSNQ18NPXA,T,F,T,T,F,200
5365,Approved,Straight  Through Process,SRNV,Married,Male,36,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,774,37,69.75,83.33,35000,10,LED_TV,LG,32LN4900,F,F,F,T,F,187
5366,Approved,Straight  Through Process,LOS_DISB,Married,Male,38,UNDER GRADUATE,OWNED,SALARIED,ERROR,794,67,72.52,75.89,12000,10,HOME THEATRE,PHILIPS,SPT6660,F,F,T,T,F,110
5367,Approved,Under.Writer,SRNV,Married,Male,40,UNDER GRADUATE,OWNED,SALARIED,Pan Not Submitted,-10,13,85.12,0.0,50000,10,AIR CONDITIONER,SAMSUNG,AR12JC3HATPNNA,F,F,T,F,F,224
5368,Approved,Straight  Through Process,LOS_DISB,Married,Female,44,UNDER GRADUATE,OWNED,SALARIED,Pan Not Submitted,778,60,0.0,0.0,50000,10,REF,SAMSUNG,RT34K3923BS/HL,F,F,T,F,F,224
5369,Approved,Straight  Through Process,LOS_DISB,Married,Male,47,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,808,75,0.0,0.0,15000,12,LED_TV,SONY,KDL-24P413D,T,F,F,F,F,122
5370,Declined,Straight  Through Process,DCLN,Married,Female,28,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,0,33,91.18,84.68,40000,10,Washing_machine,LG,F1496ADP24,F,F,F,T,F,200
5371,Declined,Straight  Through Process,DCLN,Married,Male,31,GRADUATE,OWNED,SALARIED,Pan Not Submitted,656,29,82.79,0.0,35000,10,LED_TV,LG,32LH562A,F,F,T,F,F,187
5372,Declined,Under.Writer,DCLN,Single,Male,23,GRADUATE,RENTED,SALARIED,ERROR,733,112,83.01,0.0,40000,12,LED_TV,SONY,KLV-40W562D,T,F,T,T,F,200
5373,Declined,Under.Writer,DCLN,Married,Male,42,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,-10,13,81.36,63.83,38000,10,AC,LG,BSA12BEYD,T,F,F,T,F,195
5374,Approved,Straight  Through Process,INV_GNR,Married,Male,39,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,806,110,87.2,78.26,12300,10,REF,SAMSUNG,RR19J2744SZ/NL,F,F,T,F,F,111
5375,Approved,Straight  Through Process,LOS_DISB,Married,Male,35,OTHERS,OWNED,SELF-EMPLOYED,ERROR,783,114,67.03,57.46,30500,10,REF,SAMSUNG,RT34K3953S9/HL,F,F,F,T,F,175
5376,Approved,Straight  Through Process,LOS_DISB,Married,Male,56,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,88.97,88.29,50000,10,AIR CONDITIONER,LG,BS-18APZE,T,F,T,F,F,224
5377,Approved,Under.Writer,PD_DE,Single,Male,35,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,811,17,0.0,0.0,15000,12,REF,GODREJ,RD EdgePro 190PDS5.2WINEFLORET,F,F,T,T,F,122
5378,Declined,Straight  Through Process,DCLN,Married,Male,42,UNDER GRADUATE,OWNED,SALARIED,Pan Not Submitted,733,55,79.03,65.06,10000,10,COOLER,SYMPHONY,WINDOW 70,T,F,T,F,F,100
5379,Approved,Straight  Through Process,LOS_DISB,Married,Male,48,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,779,64,70.77,70.77,30000,12,REF,KELVINATOR,KW205LT,F,F,T,T,F,173
5380,Approved,Straight  Through Process,INV_GNR,Married,Male,27,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,758,14,0.0,0.0,14500,10,REF,GODREJ,RD EdgePro 190CT 5.2INDIGOFLOR,F,F,T,T,F,120
5381,Approved,Straight  Through Process,LOS_DISB,Single,Male,24,GRADUATE,OWNED,SALARIED,ERROR,763,71,69.63,78.81,15000,12,HOME THEATRE,SONYNEW,BDP-S480/BMIN5,F,T,F,T,F,122
5382,Approved,Straight  Through Process,LOS_DISB,Married,Female,30,GRADUATE,RENTED,SALARIED,Pan Not Submitted,815,75,65.49,0.0,35000,10,AIR CONDITIONER,DAIKIN,ATC50RRV161/RCA50RRV161,F,F,T,F,F,187
5383,Approved,Under.Writer,PD_DE,Married,Male,32,GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,784,64,85.04,81.98,55000,12,LED_TV,SAMSUNG,UA49K5300ARLXL,F,F,T,F,F,235
5384,Declined,Under.Writer,DCLN,Married,Male,28,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,781,91,96.95,95.2,28000,10,AC,ELECTROLUX,ES18M5C-W,F,F,T,F,F,167
5385,Declined,Straight  Through Process,DCLN,Married,Female,34,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,632,70,67.18,64.84,30000,12,LED_TV,HAIER,LE43B7500,T,F,T,F,F,173
5386,Approved,Under.Writer,INV_GNR,Single,Male,25,GRADUATE,OWNED,SALARIED,Pan Not Submitted,794,30,75.21,55.49,50000,10,AIR CONDITIONER,SAMSUNG,AR12JC3HATPNNA,T,F,T,F,F,224
5387,Approved,Straight  Through Process,LOS_DISB,Married,Male,30,GRADUATE,RENTED,SALARIED,ERROR,-10,13,78.36,83.59,25000,10,AC,SAMSUNG,WA62K4000HD-TL 6.2 KG,F,F,F,T,F,158
5388,Declined,Under.Writer,PD_DE,Single,Male,25,GRADUATE,RENTED,SALARIED,ERROR,776,45,65.33,55.07,45000,10,AIR CONDITIONER,SAMSUNG,AR18MV5HETSNNA,F,F,F,T,F,212
5389,Declined,Under.Writer,DCLN,Single,Male,21,OTHERS,RENTED,SALARIED,Pan Not Submitted,0,28,50.58,0.0,25000,10,REF,LG,GL-B285BGSN,F,F,T,F,F,158
5390,Approved,Straight  Through Process,PD_DE,Married,Male,33,GRADUATE,OWNED,TRUST,Pan Not Submitted,782,50,0.0,0.0,45000,10,LED_TV,SAMSUNG,UA22F5100ARLXL,F,F,T,F,F,212
5391,Approved,Straight  Through Process,PD_DE,Single,Male,25,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,79.85,69.35,20000,12,LED_TV,INTEX,LED-3222,F,F,T,F,F,141
5392,Declined,Under.Writer,DCLN,Married,Female,40,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,53,82.5,0.0,35000,12,LED_TV,SAMSUNG,UA32FH4003RLXL,T,F,F,F,F,187
5393,Approved,Under.Writer,INV_GNR,Single,Male,25,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,65,65.81,64.58,14000,12,LED_TV,LG,24LH454A,F,F,T,F,F,118
5394,Approved,Straight  Through Process,PD_DE,Married,Male,54,OTHERS,OWNED,SALARIED,Pan Not Submitted,817,90,77.06,0.0,16000,10,AC,LG,WASHING MACHINE VANILLA,F,F,T,F,T,126
5395,Approved,Straight  Through Process,INV_GNR,Married,Male,44,GRADUATE,OWNED,SALARIED,ERROR,772,77,0.0,0.0,42000,12,AIR CONDITIONER,LG,JS-Q18NUXA,F,F,T,T,F,205
5396,Approved,Under.Writer,APRV,Married,Male,29,UNDER GRADUATE,OWNED,SALARIED,ERROR,808,64,72.48,0.0,15800,10,REF,SAMSUNG,RR 20K182 Z4Z,T,F,F,T,F,126
5397,Approved,Straight  Through Process,LOS_DISB,Single,Male,25,GRADUATE,OWNED,SALARIED,Pan Not Submitted,782,71,0.0,75.78,20000,12,HOME THEATRE,TARGET,K1110 FM,F,F,T,F,F,141
5398,Approved,Straight  Through Process,LOS_DISB,Married,Female,30,UNDER GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,774,32,0.0,0.0,20000,10,AC,WHIRLPOOL,STNWASH ULTRA UL65H -F GREY 10 WTY,F,F,T,F,F,141
5399,Declined,Straight  Through Process,PD_DE,Married,Male,48,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,740,33,0.0,0.0,31000,10,AIR CONDITIONER,LLOYD,LS19A3LX 3 STAR 1.5 TON,F,F,F,T,F,176
5400,Approved,Under.Writer,SRNV,Married,Female,44,GRADUATE,RENTED,SALARIED,Pan Not Submitted,-10,13,83.81,0.0,40000,12,TELEVISION,SONY,KLV-43W800D,T,F,F,F,F,200
5401,Approved,Under.Writer,INV_GNR,Married,Male,37,OTHERS,RENTED,SELF-EMPLOYED,ERROR,-10,13,85.34,76.23,30000,120,AIR CONDITIONER,ONIDA,SA183PRL 3STAR,F,F,T,T,F,173
5402,Declined,Straight  Through Process,PD_DE,Married,Male,27,UNDER GRADUATE,OWNED,SALARIED,Pan Not Submitted,643,-12,97.64,0.0,51900,184,LED_TV,SONY,KLV-40W562D,F,F,T,F,T,228
5403,Declined,Straight  Through Process,DCLN,Single,Male,24,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,739,63,86.57,59.78,25000,12,LED_TV,LG,32LN4900,F,F,T,F,F,158
5404,Approved,Straight  Through Process,LOS_BDE,Married,Female,27,UNDER GRADUATE,RENTED,SELF-EMPLOYED,ERROR,756,61,62.24,69.88,35000,12,TELEVISION,SONY,KDL-32W562D,T,F,F,T,F,187
5405,Approved,Straight  Through Process,LOS_DISB,Married,Male,30,GRADUATE,RENTED,SALARIED,ERROR,793,101,0.0,0.0,50000,10,AC,SAMSUNG,WA62K4000HD-TL 6.2 KG,F,F,F,T,F,224
5406,Declined,Straight  Through Process,PD_DE,Single,Male,27,POST-GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,727,17,68.5,52.94,21000,10,LED_TV,LG,32LH517A,F,T,T,F,F,145
5407,Approved,Straight  Through Process,LOS_DISB,Married,Male,37,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,788,59,84.85,82.61,50000,18,HDTV,VIDEOCON,VKA40FX11XA,F,T,T,F,F,224
5408,Approved,Straight  Through Process,APRV,Married,Male,30,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,80.56,78.32,40000,12,LED_TV,SAMSUNG,UA43K5002AKXXL,F,F,T,F,T,200
5409,Declined,Straight  Through Process,DCLN,Married,Male,37,GRADUATE,OWNED,SALARIED,Pan Not Submitted,686,62,0.0,0.0,40000,10,LED_TV,LG,43LH547A,F,F,T,F,F,200
5410,Declined,Straight  Through Process,DCLN,Married,Female,51,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,0,48,0.0,0.0,30000,10,REF,HAIER,HRB-3654PSL-R,F,F,T,F,F,173
5411,Approved,Straight  Through Process,SRNV,Married,Male,35,POST-GRADUATE,RENTED,SALARIED,ERROR,776,42,93.67,58.62,40000,12,AC,LG,JSNQ18NPXA,F,F,T,T,F,200
5412,Declined,Straight  Through Process,DCLN,Married,Male,30,GRADUATE,RENTED,SALARIED,Pan Not Submitted,604,48,82.24,66.17,30000,12,HDTV,SANSUI,SJX32HB02CF,T,F,F,F,F,173
5413,Approved,Under.Writer,LOS_DISB,Married,Female,34,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,-10,13,77.65,76.83,30000,12,AC,GODREJ,WS EDGEPRO 800CS Lilac Sprinkle,F,F,T,T,T,173
5414,Declined,Under.Writer,DCLN,Single,Male,29,UNDER GRADUATE,OWNED,SALARIED,ERROR,-10,13,93.81,0.0,27500,60,LED_TV,SAMSUNG,UA32K4300ARMXL,F,F,T,T,F,166
5415,Declined,Under.Writer,DCLN,Married,Female,22,PROFESSIONAL,OWNED,SELF-EMPLOYED,ERROR,-10,13,76.24,63.96,10000,18,AIR CONDITIONER,ONIDA,SA123SLK 3STAR,F,F,T,T,F,100
5416,Declined,Straight  Through Process,DCLN,Married,Male,36,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,675,55,0.0,0.0,30000,10,HDTV,VIDEOCON,VJU32HH23C,F,F,T,F,F,173
5417,Approved,Under.Writer,PD_DE,Single,Male,46,OTHERS,OWNED,SELF-EMPLOYED,ERROR,-10,13,79.38,58.33,30000,10,REF,WHIRLPOOL,NEO FR305 ROY PLUS 4S ALPHA STEEL,F,F,F,T,F,173
5418,Approved,Straight  Through Process,INV_GNR,Married,Male,31,GRADUATE,OWNED,SALARIED,Pan Not Submitted,778,60,86.58,59.18,14000,10,AC,WHIRLPOOL,WM PREMIER 652SD-GREY CHROME,F,F,T,F,F,118
5419,Declined,Under.Writer,PD_DE,Single,Male,25,GRADUATE,RENTED,SALARIED,ERROR,776,45,65.33,53.24,45000,10,AIR CONDITIONER,SAMSUNG,AR18MV5HETSXNA,F,F,T,T,F,212
5420,Declined,Straight  Through Process,DCLN,Married,Male,53,GRADUATE,OWNED,SALARIED,ERROR,0,38,83.52,0.0,31000,12,AIR CONDITIONER,PANASONIC,CS-YC9QKY3,F,F,F,T,F,176
5421,Approved,Straight  Through Process,LOS_DISB,Married,Female,30,GRADUATE,RENTED,SALARIED,Pan Not Submitted,794,92,0.0,0.0,25000,12,HOME THEATRE,TARGET,K1110 FM,F,F,T,F,F,158
5422,Declined,Straight  Through Process,DCLN,Single,Male,28,UNDER GRADUATE,RENTED,SELF-EMPLOYED,ERROR,0,8,0.0,0.0,25000,10,LED_TV,SAMSUNG,UA32J4100ARLXL,F,F,T,T,F,158
5423,Declined,Straight  Through Process,DCLN,Married,Male,55,OTHERS,RENTED,SELF-EMPLOYED,Pan Not Submitted,640,68,0.0,0.0,50000,18,HOME THEATRE,TARGET,K1110 FM,F,T,F,F,F,224
5424,Approved,Under.Writer,LOS_DISB,Married,Male,50,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,40,61.06,61.06,50000,10,AIR CONDITIONER,DAIKIN,FTKP60RRV16/RKP60RRV16,F,F,T,F,F,224
5425,Declined,Under.Writer,DCLN,Married,Male,55,OTHERS,RENTED,SELF-EMPLOYED,ERROR,-10,60,0.0,0.0,15000,12,Washing_machine,LG,T7270TDDL,F,F,F,T,F,122
